TrainerID;ClubID;Since
2;66;1991-07-01
3;124;1998-07-01
4;985;1986-11-06
7;1184;1995-10-24
9;195;1988-01-01
13;413;1998-06-22
16;48;1998-03-25
19;24;1996-12-08
20;97;1998-09-14
21;18;1998-11-10
24;97;1994-07-01
34;44;1990-11-13
38;15;1996-07-01
44;141;1984-07-19
50;86;1996-01-14
55;35;1992-09-23
59;113;1993-07-01
62;141;1992-08-14
65;60;1991-07-01
70;504;1998-01-01
72;52;1996-05-13
73;95;1997-07-01
75;101;1996-10-22
76;25;1994-07-01
81;44;1986-01-01
83;58;1997-12-05
88;10848;1996-07-01
90;418;1997-07-01
91;14;1993-07-01
92;27;1998-07-01
94;113;1997-11-30
97;14;1995-07-01
102;2784;1997-06-01
115;35;1997-11-28
124;2444;1993-07-01
126;66;1998-07-01
128;409;1998-04-02
129;681;1997-07-01
140;30;1997-07-01
144;72;1992-07-01
149;86;1998-10-22
158;18;1997-12-01
166;65;1997-10-15
173;3;1996-04-01
176;1003;1995-12-21
179;610;1997-07-01
181;36;1993-07-01
184;41;1997-07-01
185;10;1992-07-01
196;69;1997-01-01
197;85;1997-03-29
201;2;1996-07-20
203;4;1998-07-01
206;57;1998-10-05
207;44;1996-01-01
208;641;1994-05-31
213;290;1961-07-01
225;99;1997-07-01
232;41;1990-01-05
235;92;1998-07-01
239;85;1996-10-13
243;339;1995-04-20
246;2441;1998-07-01
252;97;1996-07-01
253;141;1996-07-01
258;162;1995-07-01
261;80;1994-11-09
262;430;1998-07-01
269;65;1996-07-01
271;113;1994-08-28
273;91;1996-07-01
277;208;1996-01-01
279;24;1983-10-30
280;11;1996-10-01
285;82;1998-03-23
296;101;1995-10-18
300;33;1996-10-09
301;2282;1997-07-01
302;317;1996-01-01
303;99;1996-07-01
307;71;1998-02-25
316;24;1996-12-18
317;101;1998-11-19
321;10;1994-08-24
327;39;1998-04-09
347;21;1996-05-19
370;38;1992-01-24
401;24;1998-12-22
402;1096;1998-07-01
416;107;1997-07-01
425;113;1997-05-15
431;167;1998-07-01
435;91;1998-07-01
440;1;1995-03-05
445;1181;1994-07-01
446;399;1998-10-01
447;350;1998-07-02
448;379;1994-08-01
449;294;1997-11-02
453;931;1998-05-07
454;289;1995-03-29
455;990;1996-11-01
456;1049;1997-09-20
457;2288;1997-10-09
459;631;1993-07-01
460;31;1998-11-12
461;383;1998-07-01
462;180;1997-06-23
484;99;1998-01-24
495;36;1998-07-01
496;200;1997-12-31
498;306;1992-10-18
500;192;1996-11-01
501;403;1997-07-01
506;418;1998-08-01
509;8689;1985-07-01
517;1038;1998-07-01
