TmID;JerseyName;FullName;BirthDate;BirthPlace;Height;PrimPosition;Foot;Outfitter;NumGames;NumGoals;NumIntGames;NumIntGoals
23738;Nagy;Antal Nagy;1944-05-16;Budapest;N/A;Centre-Forward;N/A;;0;0;0;0
38191;Seeler;Uwe Seeler;1936-11-05;Hamburg;N/A;Centre-Forward;N/A;;0;0;72;43
39670;Schumacher;Harald Anton Schumacher;1954-03-06;Düren;1,86 m;Goalkeeper;right;;0;0;77;0
50816;Sívori;Omar Enrique  Sivori;1935-10-02;San Nicolás de los Arroyos;N/A;Second Striker;N/A;;0;0;9;8
56626;Cavigioli;Emidio Cavigioli;1925-07-03;Omegna;1,83 m;Right Winger;;;0;0;2;3
64813;Perrier;Bernard Perrier;1957-11-05;Sion;;;;;0;0;0;0
65919;Förster;Karlheinz Förster;1958-07-25;Mosbach;N/A;Centre-Back;N/A;;0;0;80;2
67116;Kuznetsov;Кузнецов Борис Ярославович;1957-05-25;Moskau;1,80 m;Left-Back;left;;0;0;0;0
72284;Overath;Wolfgang Overath;1943-09-29;Siegburg;N/A;Attacking Midfield;N/A;;0;0;82;17
72351;Hoeneß;Ulrich Hoeneß;1952-01-05;Ulm;1,81 m;Right Winger;right;;0;0;36;5
72381;Schnellinger;Karl-Heinz Schnellinger;1939-03-31;Düren;N/A;Left-Back;N/A;;0;0;47;1
72497;Grabowski;Jürgen Grabowski;1944-07-07;Wiesbaden;N/A;Right Winger;N/A;;0;0;45;5
75999;Hanappi;Gerhard Hanappi;1929-02-16;Wien;;;;;0;0;93;12
77516;Sidka;Wolfgang Sidka;1954-05-26;Lengerich;N/A;;;;0;0;0;0
78249;Prohaska;Herbert Prohaska;1955-08-08;Wien;N/A;Attacking Midfield;N/A;;0;0;83;10
78388;Krankl;Johann Krankl;1953-02-14;Wien;N/A;Centre-Forward;;;0;0;69;34
78624;Sara;Robert Sara;1946-06-09;Oberlainsitz;1,73 m;Right-Back;right;;0;0;53;3
79576;Wohlers;Horst Wohlers;1949-08-06;Brunsbüttel;N/A;Defensive Midfield;N/A;;0;0;0;0
80261;Moors;Hans-Werner Moors;1950-07-24;Düsseldorf;;;;;0;0;0;0
81569;Andersson;Björn Andersson;1951-07-20;Perstorp;1,77 m;Right-Back;;;0;0;28;0
81612;Hornig;Heinz Hornig;1937-09-28;Gelsenkirchen;N/A;Left Winger;N/A;;0;0;7;0
81630;Magath;Wolfgang Felix Magath;1953-07-26;Aschaffenburg;1,74 m;Attacking Midfield;right;;0;0;41;3
81651;Schatzschneider;Dieter Schatzschneider;1958-04-26;Hannover;1,87 m;Centre-Forward;;;0;0;7;2
81722;Bogdan;Srećko Bogdan;1957-01-05;Mursko Središće;1,83 m;Sweeper;;;0;0;2;0
81737;Meyer;Rolf Meyer;1955-10-03;Bremen;1,89 m;Goalkeeper;right;;0;0;0;0
84063;Lameck;Michael Lameck;1949-09-15;Essen;N/A;Defensive Midfield;N/A;;0;0;0;0
84087;Mager;Reinhard Mager;1953-05-02;Zimmern;N/A;Goalkeeper;N/A;;0;0;0;0
84093;Woelk;Lothar Woelk;1954-08-03;Recklinghausen;N/A;Sweeper;N/A;;0;0;0;0
84173;Fischer;Klaus Fischer;1949-12-27;Kreuzstraßl;N/A;Centre-Forward;N/A;;0;0;44;32
84562;Mill;Frank Mill;1958-07-23;Essen;1,76 m;Centre-Forward;right;;0;0;17;0
84686;Pilz;Hans-Uwe Pilz;1958-11-10;Hohenstein-Ernstthal;N/A;Attacking Midfield;N/A;;0;0;35;0
85459;Memering;Caspar Memering;1953-06-01;Bockhorst;N/A;Left Midfield;N/A;;0;0;3;0
85556;Bastrup;Lars Bastrup Jørgensen;1955-07-31;Levring;N/A;Centre-Forward;N/A;;0;0;30;10
85590;Gründel;Heinz Gründel;1957-02-13;Berlin;N/A;Attacking Midfield;N/A;;0;0;4;0
89230;Eusébio;Eusébio da Silva Ferreira;1942-01-25;Maputo;1,77 m;Centre-Forward;right;;0;0;64;41
89555;Stielike;Ulrich Stielike;1954-11-15;Ketsch;1,76 m;Defensive Midfield;right;;0;0;40;3
89669;Angelillo;Antonio Valentin Angelillo;1937-09-05;Buenos Aires;1,78 m;Attacking Midfield;right;;0;0;2;1
89833;Jank;Klaus-Dieter Jank;1952-11-23;Waiblingen;N/A;;;;0;0;0;0
89856;Wunder;Klaus Wunder;1950-09-13;Erfurt;N/A;Left Winger;N/A;;0;0;1;0
89859;Glowacz;Jürgen Glowacz;1952-09-30;Köln;;;;;0;0;0;0
89891;Neuberger;Willi Neuberger;1946-04-15;Klingenberg am Main;N/A;Left Midfield;N/A;;0;0;2;0
89899;Zembski;Dieter Zembski;1946-11-06;Bremen;N/A;Centre-Back;N/A;;0;0;1;0
89906;Björnmose;Ole Bjørnmose;1944-05-07;Odense;;;;;0;0;16;2
89937;Meyer;Herbert Meyer;1948-06-12;Bremen;N/A;Defensive Midfield;N/A;;0;0;0;0
