TmID;JerseyName;FullName;BirthDate;BirthPlace;Height;PrimPosition;Foot;Outfitter;NumGames;NumGoals;NumIntGames;NumIntGoals
23738;Nagy;Antal Nagy;1944-05-16;Budapest;N/A;Centre-Forward;N/A;;0;0;0;0
38191;Seeler;Uwe Seeler;1936-11-05;Hamburg;N/A;Centre-Forward;N/A;;0;0;72;43
50816;Sívori;Omar Enrique  Sivori;1935-10-02;San Nicolás de los Arroyos;N/A;Second Striker;N/A;;0;0;9;8
56626;Cavigioli;Emidio Cavigioli;1925-07-03;Omegna;1,83 m;Right Winger;;;0;0;2;3
72284;Overath;Wolfgang Overath;1943-09-29;Siegburg;N/A;Attacking Midfield;N/A;;0;0;82;17
72381;Schnellinger;Karl-Heinz Schnellinger;1939-03-31;Düren;N/A;Left-Back;N/A;;0;0;47;1
72497;Grabowski;Jürgen Grabowski;1944-07-07;Wiesbaden;N/A;Right Winger;N/A;;0;0;45;5
75999;Hanappi;Gerhard Hanappi;1929-02-16;Wien;;;;;0;0;93;12
78624;Sara;Robert Sara;1946-06-09;Oberlainsitz;1,73 m;Right-Back;right;;0;0;53;3
79576;Wohlers;Horst Wohlers;1949-08-06;Brunsbüttel;N/A;Defensive Midfield;N/A;;0;0;0;0
80261;Moors;Hans-Werner Moors;1950-07-24;Düsseldorf;;;;;0;0;0;0
81612;Hornig;Heinz Hornig;1937-09-28;Gelsenkirchen;N/A;Left Winger;N/A;;0;0;7;0
84063;Lameck;Michael Lameck;1949-09-15;Essen;N/A;Defensive Midfield;N/A;;0;0;0;0
84173;Fischer;Klaus Fischer;1949-12-27;Kreuzstraßl;N/A;Centre-Forward;N/A;;0;0;44;32
89230;Eusébio;Eusébio da Silva Ferreira;1942-01-25;Maputo;1,77 m;Centre-Forward;right;;0;0;64;41
89669;Angelillo;Antonio Valentin Angelillo;1937-09-05;Buenos Aires;1,78 m;Attacking Midfield;right;;0;0;2;1
89856;Wunder;Klaus Wunder;1950-09-13;Erfurt;N/A;Left Winger;N/A;;0;0;1;0
89891;Neuberger;Willi Neuberger;1946-04-15;Klingenberg am Main;N/A;Left Midfield;N/A;;0;0;2;0
89899;Zembski;Dieter Zembski;1946-11-06;Bremen;N/A;Centre-Back;N/A;;0;0;1;0
89906;Björnmose;Ole Bjørnmose;1944-05-07;Odense;;;;;0;0;16;2
89937;Meyer;Herbert Meyer;1948-06-12;Bremen;N/A;Defensive Midfield;N/A;;0;0;0;0
89946;Rupp;Bernd Rupp;1942-02-24;Burgsolms;N/A;Centre-Forward;N/A;;0;0;1;1
89965;Weber;Jürgen Weber;1944-06-29;Dortmund;N/A;Attacking Midfield;N/A;;0;0;0;0
94042;Bertl;Horst Bertl;1947-03-24;;;Second Striker;N/A;;0;0;0;0
94056;Girschkowski;Gert Girschkowski;1944-11-23;;;Goalkeeper;;;0;0;0;0
94064;Horst;Egon Horst;1938-11-25;Aschaffenburg;N/A;Centre-Back;N/A;;0;0;0;0
94067;Keller;Ferdinand Keller;1946-07-30;München-Pasing;;Centre-Forward;N/A;;0;0;1;0
94071;Kremer;Hans-Werner Kremer;1945-10-17;;N/A;;;;0;0;0;0
94075;Libuda;Heinz Libuda;1944-08-08;Dortmund;;;;;0;0;0;0
94083;Ripp;Hans-Jürgen Ripp;1946-06-24;Hamburg;;;;;0;0;0;0
94085;Schnoor;Horst Schnoor;1934-04-11;Hamburg;N/A;Goalkeeper;;;0;0;0;0
94091;Sperlich;Hans-Jürgen Sperlich;1948-02-29;Heessen;;Second Striker;N/A;;0;0;0;0
94108;Bähre;Harry Bähre;1941-07-22;;;;;;0;0;0;0
94114;Giesemann;Willi Giesemann;1937-09-02;Braunschweig;N/A;Defensive Midfield;N/A;;0;0;14;0
94163;Rohrschneider;Peter Rohrschneider;1946-04-30;;;;;;0;0;0;0
95037;Dzoni;Vilson Džoni;1950-09-24;Split;N/A;Right-Back;N/A;;0;0;4;0
95044;Holcer;Dragan Holcer;1945-01-19;Zwiesel;;Right-Back;N/A;;0;0;52;0
95049;Lorant;Werner Heinz Erich Lorant;1948-11-21;Welver;1,76 m;Defensive Midfield;right;;0;0;0;0
95095;Erlhoff;Hermann Erlhoff;1944-12-22;Herten;N/A;Centre-Back;N/A;;0;0;0;0
95103;Herrmann;Günter Herrmann;1939-09-01;Trier;;Attacking Midfield;N/A;;0;0;9;0
95124;Lütkebohmert;Herbert Lütkebohmert;1948-03-24;Heiden;N/A;Defensive Midfield;;;0;0;0;0
95157;Wittkamp;Hans-Jürgen Wittkamp;1947-07-23;Gelsenkirchen;N/A;Central Midfield;N/A;;0;0;0;0
95161;van Haaren;Heinz van Haaren;1940-06-03;Marl;;Attacking Midfield;;;0;0;0;0
95441;Kapellmann;Hans-Josef Kapellmann;1949-12-19;Aachen;N/A;Defensive Midfield;N/A;;0;0;5;0
95444;Künkel;Rainer Künkel;1950-04-09;Wiesenbach;;;;;0;0;0;0
