TmID;JerseyName;FullName;BirthDate;BirthPlace;Height;PrimPosition;Foot;Outfitter;NumGames;NumGoals;NumIntGames;NumIntGoals
27720;Lindenberger;Klaus Lindenberger;1957-05-28;Linz;1,89 m;Goalkeeper;;;0;0;41;0
32718;Bonacic;Luka Bonačić;1955-03-21;Split;;;;;0;0;0;0
57307;Caprile;Emilio Caprile;1928-09-30;Genova;1,70 m;;;;0;0;2;2
77517;Siegmann;Norbert Siegmann;1953-05-20;Berlin;N/A;Centre-Back;N/A;;0;0;0;0
78249;Prohaska;Herbert Prohaska;1955-08-08;Wien;N/A;Attacking Midfield;N/A;;0;0;83;10
80122;Slomiany;Waldemar Slomiany;1943-10-01;Ruda (Oberschlesien);N/A;;;;0;0;0;0
84063;Lameck;Michael Lameck;1949-09-15;Essen;N/A;Defensive Midfield;N/A;;0;0;0;0
84619;Allgöwer;Karl Allgöwer;1957-01-05;Geislingen;N/A;Central Midfield;N/A;;0;0;10;0
85482;Koitka;Heinz-Josef Koitka;1952-02-12;Wattenscheid;N/A;Goalkeeper;N/A;;0;0;0;0
89230;Eusébio;Eusébio da Silva Ferreira;1942-01-25;Maputo;1,77 m;Centre-Forward;right;;0;0;64;41
92267;Turan;Cemil Turan;1947-01-01;Istanbul;;Centre-Forward;;;0;0;46;21
94101;Zaczyk;Klaus Zaczyk;1945-05-25;Marburg;N/A;Attacking Midfield;N/A;;0;0;1;1
95034;Danner;Dietmar Danner;1950-11-29;Mannheim;N/A;Left Midfield;N/A;;0;0;6;0
95040;Grabosch;Bernd Grabosch;1958-09-23;;N/A;;;;0;0;0;0
95420;Gruber;Peter Gruber;1952-09-07;;;;;;0;0;0;0
95458;Zobel;Rainer Zobel;1948-11-03;Wrestedt;;Defensive Midfield;;;0;0;0;0
96022;Schäfer;Hans Schäfer;1927-10-19;Köln-Zollstock;N/A;Attacking Midfield;N/A;;0;0;40;15
96181;Cullmann;Bernhard Cullmann;1949-11-01;Rötsweiler;N/A;Sweeper;N/A;;0;0;41;6
96554;Beyer;Harald Beyer;1939-09-21;Braunlage;;Centre-Forward;N/A;;0;0;0;0
97069;Gress;Gilbert Gress;1941-12-17;Straßburg;N/A;Right Winger;N/A;;0;0;4;0
97124;Haug;Horst Haug;1946-05-12;Stuttgart;N/A;Attacking Midfield;N/A;;0;0;0;0
97305;Kulik;Christian Kulik;1952-12-06;Zabrze;N/A;Central Midfield;N/A;;0;0;0;0
97331;Le Fevre;Ulrik Le Fevre;1946-06-25;Vejle;;Left Winger;N/A;;0;0;35;7
97388;Jansen;Albert Jansen;1936-11-03;;;;;;0;0;0;0
97490;Nüssing;Dieter Nüssing;1949-08-15;Güls;1,73 m;Centre-Forward;;;0;0;0;0
97609;Kristensen;Jørgen Kristensen;1946-12-12;Hedehusene;;Left Winger;;;0;0;23;3
99708;Jusufi;Фахрудин Јусуфи;1939-12-08;Dragaš;N/A;Right-Back;N/A;;0;0;56;5
99711;Kraus;Helmut Kraus;1938-11-16;Hirschaid;N/A;Second Striker;N/A;;0;0;0;0
100549;Metzler;Helmut Metzler;1945-03-05;Hohenems;;;;;0;0;6;0
100670;Jacquet;Ib Jacquet;1956-04-12;Vejle;;Centre-Forward;;;0;0;2;0
101169;Jakubowski;Bernd Jakubowski;1952-12-10;Rostock;N/A;Goalkeeper;;;0;0;0;0
101432;Gelfert;Herbert Gelfert;1950-07-06;;;Defensive Midfield;;;0;0;0;0
102299;Minou;Aντώνης Mήνου;1958-05-04;Aridea;N/A;Goalkeeper;N/A;;0;0;16;0
109443;Schwager;Dietmar Schwager;1940-08-15;;N/A;Sweeper;N/A;;0;0;0;0
109708;Herberth;Alfred Herberth;1955-12-26;Dachau;N/A;;;;0;0;0;0
110257;Poulsen;Kaj Kvistgård Poulsen;1942-12-31;Morsø;;;;;0;0;5;1
112485;Lehmann;Bernd Lehmann;1947-09-01;Krefeld;N/A;Attacking Midfield;N/A;;0;0;0;0
116067;Rodríguez;Rodolfo Sergio Rodríguez Rodríguez;1956-01-20;Montevideo;1,91 m;Goalkeeper;;;0;0;78;0
117195;Sansom;Kenneth Graham Sansom;1958-09-26;London;1,68 m;Left-Back;left;;0;0;86;1
117404;Burcsa;Győző Burcsa;1954-03-13;Kaposvár;1,75 m;Central Midfield;;;0;0;15;3
117490;Bossis;Maxime Bossis;1955-06-26;Saint-André;N/A;Centre-Back;N/A;;0;0;76;1
118164;Renquin;Michel Renquin;1955-11-03;Bastogne;1,80 m;Left-Back;right;;0;0;55;0
119387;Holzer;Frank Holzer;1953-03-05;;;;;;0;0;0;0
120540;Virdis;Antonio Pietro Paolo Virdis;1957-06-26;Sassari;N/A;Centre-Forward;;;0;0;0;0
121090;Fontolan;Silvano Fontolan;1955-02-24;Garbagnate;N/A;Centre-Back;;;0;0;0;0
127708;Sandberg;Roland Sandberg;1946-12-16;Karlskrona;;Centre-Forward;N/A;;0;0;37;15
128882;Causio;Franco Causio;1949-02-01;Lecce;1,70 m;Right Winger;right;;0;0;63;6
128987;Lopez;Christian Lopez;1953-03-15;Aïn-Temouchent;1,77 m;Sweeper;right;;0;0;39;1
128995;Trésor;Marius Trésor;1950-01-15;Sainte-Anne;1,80 m;Sweeper;right;;0;0;65;4
130988;Custers;Theo Custers;1950-08-01;Gent;1,86 m;Goalkeeper;right;;0;0;10;0
132969;Jurkemik;Ladislav Jurkemik;1953-07-20;Jacovce;N/A;Centre-Back;N/A;;0;0;62;3
133753;Cubillas;Teófilo Juan Cubillas Arizaga;1949-03-08;Lima;1,73 m;Attacking Midfield;;;0;0;81;26
135095;Miguel Ángel;Miguel Ángel González Suárez;1947-12-24;Ourense;1,74 m;Goalkeeper;;;0;0;21;0
135284;Burley;George Elder Burley;1956-06-03;Cumnock;N/A;Right-Back;;;0;0;13;0
135304;McAlpine;Hamish Robert McAlpine;1948-01-21;Kilspindie;;Goalkeeper;;;0;0;5;0
135587;Banas;Jan Banaś;1943-03-29;;1,71 m;;;;0;0;31;7
135614;de Matos;Luís Maria Cabral Norton de Matos;1953-12-14;Lissabon;;;;;0;0;6;1
135633;Jongbloed;Jan Jongbloed;1940-11-25;Amsterdam;1,79 m;Goalkeeper;;;0;0;24;0
135645;Rep;John Nicholaas Rep;1951-11-20;Zaandam;1,80 m;Right Winger;right;;0;0;42;12
135646;Rijsbergen;Wim Rijsbergen;1952-01-18;Leiden;1,81 m;Centre-Back;;;0;0;28;1
135788;Manfredonia;Lionello Manfredonia;1956-11-27;Roma;1,82 m;Defensive Midfield;;;0;0;4;0
135793;Zaccarelli;Renato Zaccarelli;1951-01-18;Ancona;N/A;Central Midfield;N/A;;0;0;25;2
141879;Pintér;Sándor Pintér;1950-07-18;Pomáz;1,74 m;Defensive Midfield;;;0;0;37;2
143555;Kapka;Zdzisław Kapka;1954-12-07;Kraków;1,81 m;Second Striker;;;0;0;14;1
145120;Muzinic;Dražen Mužinić;1953-01-25;;;;;;0;0;33;1
145370;Wilson;Giuseppe Wilson;1945-10-27;Darlington;1,73 m;Sweeper;;;0;0;3;0
145527;Andersson;Sven Andersson;1945-04-18;;;;;;0;0;3;0
146630;Jovin;Milan Jovin;1955-12-13;Srpska Crnja;;;;;0;0;4;0
146888;Salo;Erkki Salo;1953-02-23;;;;;;0;0;0;0
149003;Meutstege;Wim Meutstege;1952-07-28;Lochem;;;;;0;0;1;0
149126;Spelbos;Ronald Spelbos;1954-07-08;Amersfoort;;Centre-Back;;;0;0;21;1
149221;Toft;Jørgen Toft;1954-01-20;;;;;;0;0;0;0
150319;Peltoniemi;Markku Peltoniemi;1948-02-08;Helsinki;;;;;0;0;0;0
150614;Haar;Martin Haar;1952-05-02;Zwolle;;;;;0;0;0;0
150641;Argote;Estanislao Argote Salaberria;1956-10-21;Zarautz;1,80 m;Left Winger;left;;0;0;2;0
154238;Veldhoen;Cor Pleun Veldhoen;1939-04-06;Rotterdam;;Left-Back;right;;0;0;27;0
154256;Vreijsen;Nicolaas Martinus Hubertus Johannes Vreijsen;1955-11-15;Breda;;Right Winger;;;0;0;1;0
159967;Olaizola;Julio Olaizola Rodríguez;1950-12-25;Lasarte-Oria;1,74 m;Left-Back;left;;0;0;0;0
160386;Josep Fusté;Josep Maria Fusté i Blanch;1941-04-15;Linyola;1,74 m;;;;0;0;8;3
165411;Brady;William Brady;1956-02-13;Dublin;1,74 m;Attacking Midfield;left;;0;0;72;9
166555;Menichini;Leonardo Menichini;1953-12-11;Ponsacco;1,81 m;Centre-Back;;;0;0;0;0
166852;Piturca;Victor Piţurcă;1956-05-08;Orodel;;Centre-Forward;;;0;0;14;7
169281;Polychroniou;Κωνσταντίνος Πολυχρονίου;1936-11-12;Platanistos;;Central Midfield;;;0;0;27;0
169384;Gögh;Koloman Gögh;1948-01-07;Kladno;;Left-Back;N/A;;0;0;60;1
170710;Marquitos;Marcos Alonso Imaz;1933-04-16;Santander;;Right-Back;right;;0;0;2;0
176088;Gayle;Howard Anthony Gayle;1958-05-18;Toxteth, Liverpool;;Right Winger;;;0;0;3;1
176121;McGarvey;Francis McGarvey;1956-03-17;Glasgow;;;;;0;0;8;0
176210;Bolder;Robert John Bolder;1958-10-02;Dover;;Goalkeeper;;;0;0;0;0
176222;Gregg;Henry Gregg;1932-10-25;Magherafelt;1,83 m;Goalkeeper;;;0;0;25;0
176274;Gaskell;John David Gaskell;1940-10-05;Orrell;1,78 m;Goalkeeper;;;0;0;0;0
176295;Connelly;John Michael Connelly;1938-07-18;St Helens;1,73 m;Right Winger;right;;0;0;20;7
176327;Edwards;Paul Francis Edwards;1947-10-07;Shaw and Crompton;1,78 m;Right-Back;right;;0;0;0;0
176351;Bielby;Paul Anthony Bielby;1956-11-24;Darlington;1,75 m;Left Winger;;;0;0;0;0
176675;Barnett;Geoffrey Colin Barnett;1946-10-16;Northwich;;Goalkeeper;;;0;0;0;0
176708;Mancini;Terence John Mancini;1942-10-04;Camden Town, London;;Centre-Back;;;0;0;5;1
176734;Walford;Stephen James Walford;1958-01-05;London;;Centre-Back;;;0;0;0;0
176738;Young;William David Young;1951-11-25;Edinburgh;;Centre-Back;;;0;0;0;0
176826;Pardoe;Glyn Pardoe;1946-06-01;Winsford;1,78 m;Left-Back;;;0;0;0;0
176944;Reeves;Kevin Phillip Reeves;1957-10-20;Burnley;;;;;0;0;1;0
176972;Hutchinson;Ian Hutchinson;1948-08-04;Derby;;Centre-Forward;;;0;0;0;0
177177;Bailey;John Bailey;1957-04-01;Liverpool;1,73 m;Left-Back;left;;0;0;0;0
177242;Walsh;Michael Anthony Walsh;1954-08-13;Chorley;;Centre-Forward;;;0;0;21;3
177288;Lochhead;Andrew Lorimar Lochhead;1941-03-09;Milngavie;1,82 m;Centre-Forward;;;0;0;0;0
179292;Konkov;Коньков Анатолій Дмитрович;1949-09-19;Chervony Luch, Lugansk Region;1,80 m;Defensive Midfield;right;;0;0;47;8
180636;Keenan;Michael Keenan;1956-04-05;Newry;;Goalkeeper;;;0;0;0;0
182004;Karlsson;Jan Karlsson;1940-12-04;;;;;;0;0;28;1
184854;Hermann;Herbert Hermann;1956-04-14;Zürich;1,81 m;Left-Back;;;0;0;12;1
187048;Smit;Cornelis J.V. Smit;1940-02-25;;;;;;0;0;0;0
187698;Gabelia;ოთარ გაბელია;1953-03-24;Zugdidi;N/A;Goalkeeper;N/A;;0;0;2;0
187710;Tavadze;გიორგი თავაძე / Георгий Григорьевич Тавадзе;1955-05-21;Lanchkhuti;1,73 m;;;;0;0;0;0
188573;Vredenburg;Gerard Vredenburg;1947-02-01;;;;;;0;0;0;0
193638;Ganzer;Gianfranco Ganzer;1930-03-29;Tarvisio;1,80 m;;;;0;0;0;0
193796;Cowans;Gordon Sidney Cowans;1958-10-27;West Cornforth;1,77 m;;;;0;0;11;2
194575;Angelis;Αθανάσιος Αγγελής;1946-03-25;Egaleo;1,74 m;Left-Back;left;;0;0;11;0
200123;Clemente;Javier Clemente Lázaro;1950-03-12;Barakaldo;N/A;Left Midfield;N/A;;0;0;0;0
209194;Shepel;Анатолій Миколайович Шепель;1949-12-12;Kiew;1,74 m;Centre-Forward;right;;0;0;1;0
213685;Dinu;Cornel Dinu;1948-08-02;Târgoviște;1,78 m;Centre-Back;right;;0;0;71;7
214171;García Hernández;Francisco García Hernández;1954-07-08;Madrid;;Central Midfield;;;0;0;0;0
215713;Vojta;Josef Vojta;1935-04-19;Pilsen;;;;;0;0;0;0
215723;Vidinic;Blagoje Vidinić;1934-06-11;Skopje;N/A;Goalkeeper;;;0;0;3;0
215887;Nodia;გივი ნოდია;1948-01-02;Kutaisi;1,70 m;Second Striker;right;;0;0;21;5
216053;Fenyvesi;Máté Fenyvesi;1933-09-19;Jánoshalma;;Left Winger;both;;0;0;76;8
216067;Sipos;Ferenc Sipos;1932-12-13;Budapest;1,80 m;Centre-Back;right;;0;0;77;1
216584;Thouvenel;Jean-Christophe Thouvenel;1958-10-08;Colmar;1,73 m;Right-Back;;;0;0;4;0
217796;Favero;Luciano Favero;1957-10-11;Santa Maria di Sala;1,77 m;Centre-Back;;;0;0;0;0
221589;Gyimesi;László Gyimesi;1957-09-08;Budapest;1,73 m;;;;0;0;15;1
222734;Day;Mervyn Richard Day;1955-06-26;Chelmsford;1,87 m;Goalkeeper;;;0;0;0;0
222810;Ganzera;Frank Ganzera;1947-09-08;Dresden;N/A;Left-Back;;;0;0;13;0
222836;Sammer;Klaus Sammer;1942-12-05;Gröditz;;;;;0;0;17;0
222878;Cross;Roger Cross;1948-10-20;London;;Centre-Forward;;;0;0;0;0
222973;Cantarutti;Aldo Cantarutti;1958-01-17;Manzano;1,89 m;Centre-Forward;;;0;0;1;0
222986;Piotti;Ottorino Piotti;1954-07-31;Gallarate;1,82 m;Goalkeeper;;;0;0;0;0
223750;Bruggink;Harry Bruggink;1953-04-16;Varsseveld;;;;;0;0;0;0
224018;Magistrelli;Sergio Magistrelli;1951-11-11;Roveda;1,78 m;Centre-Forward;;;0;0;0;0
224061;Beck;John Alexander Beck;1954-05-25;Edmonton;;;;;0;0;0;0
224109;Ghio;Gian Piero Ghio;1944-01-28;Agna;1,78 m;Left Winger;;;0;0;0;0
224546;Brini;Fabio Brini;1957-05-01;Porto Sant'Elpidio;1,81 m;Goalkeeper;;;0;0;0;0
224584;Oddi;Emidio Oddi;1956-07-22;Castorano;1,76 m;;;;0;0;0;0
