TmID;JerseyName;FullName;BirthDate;BirthPlace;Height;PrimPosition;Foot;Outfitter;NumGames;NumGoals;NumIntGames;NumIntGoals
57307;Caprile;Emilio Caprile;1928-09-30;Genova;1,70 m;;;;0;0;2;2
80122;Slomiany;Waldemar Slomiany;1943-10-01;Ruda (Oberschlesien);N/A;;;;0;0;0;0
89230;Eusébio;Eusébio da Silva Ferreira;1942-01-25;Maputo;1,77 m;Centre-Forward;right;;0;0;64;41
96022;Schäfer;Hans Schäfer;1927-10-19;Köln-Zollstock;N/A;Attacking Midfield;N/A;;0;0;40;15
96554;Beyer;Harald Beyer;1939-09-21;Braunlage;;Centre-Forward;N/A;;0;0;0;0
97069;Gress;Gilbert Gress;1941-12-17;Straßburg;N/A;Right Winger;N/A;;0;0;4;0
97388;Jansen;Albert Jansen;1936-11-03;;;;;;0;0;0;0
99708;Jusufi;Фахрудин Јусуфи;1939-12-08;Dragaš;N/A;Right-Back;N/A;;0;0;56;5
99711;Kraus;Helmut Kraus;1938-11-16;Hirschaid;N/A;Second Striker;N/A;;0;0;0;0
109443;Schwager;Dietmar Schwager;1940-08-15;;N/A;Sweeper;N/A;;0;0;0;0
110257;Poulsen;Kaj Kvistgård Poulsen;1942-12-31;Morsø;;;;;0;0;5;1
135587;Banas;Jan Banaś;1943-03-29;;1,71 m;;;;0;0;31;7
135633;Jongbloed;Jan Jongbloed;1940-11-25;Amsterdam;1,79 m;Goalkeeper;;;0;0;24;0
154238;Veldhoen;Cor Pleun Veldhoen;1939-04-06;Rotterdam;;Left-Back;right;;0;0;27;0
160386;Josep Fusté;Josep Maria Fusté i Blanch;1941-04-15;Linyola;1,74 m;;;;0;0;8;3
169281;Polychroniou;Κωνσταντίνος Πολυχρονίου;1936-11-12;Platanistos;;Central Midfield;;;0;0;27;0
170710;Marquitos;Marcos Alonso Imaz;1933-04-16;Santander;;Right-Back;right;;0;0;2;0
176222;Gregg;Henry Gregg;1932-10-25;Magherafelt;1,83 m;Goalkeeper;;;0;0;25;0
