TmID;JerseyName;FullName;BirthDate;BirthPlace;Height;PrimPosition;Foot;Outfitter;NumGames;NumGoals;NumIntGames;NumIntGoals
57307;Caprile;Emilio Caprile;1928-09-30;Genova;1,70 m;;;;0;0;2;2
80122;Slomiany;Waldemar Slomiany;1943-10-01;Ruda (Oberschlesien);N/A;;;;0;0;0;0
84063;Lameck;Michael Lameck;1949-09-15;Essen;N/A;Defensive Midfield;N/A;;0;0;0;0
89230;Eusébio;Eusébio da Silva Ferreira;1942-01-25;Maputo;1,77 m;Centre-Forward;right;;0;0;64;41
92267;Turan;Cemil Turan;1947-01-01;Istanbul;;Centre-Forward;;;0;0;46;21
94101;Zaczyk;Klaus Zaczyk;1945-05-25;Marburg;N/A;Attacking Midfield;N/A;;0;0;1;1
95458;Zobel;Rainer Zobel;1948-11-03;Wrestedt;;Defensive Midfield;;;0;0;0;0
96022;Schäfer;Hans Schäfer;1927-10-19;Köln-Zollstock;N/A;Attacking Midfield;N/A;;0;0;40;15
96181;Cullmann;Bernhard Cullmann;1949-11-01;Rötsweiler;N/A;Sweeper;N/A;;0;0;41;6
96554;Beyer;Harald Beyer;1939-09-21;Braunlage;;Centre-Forward;N/A;;0;0;0;0
97069;Gress;Gilbert Gress;1941-12-17;Straßburg;N/A;Right Winger;N/A;;0;0;4;0
97124;Haug;Horst Haug;1946-05-12;Stuttgart;N/A;Attacking Midfield;N/A;;0;0;0;0
97331;Le Fevre;Ulrik Le Fevre;1946-06-25;Vejle;;Left Winger;N/A;;0;0;35;7
97388;Jansen;Albert Jansen;1936-11-03;;;;;;0;0;0;0
97490;Nüssing;Dieter Nüssing;1949-08-15;Güls;1,73 m;Centre-Forward;;;0;0;0;0
97609;Kristensen;Jørgen Kristensen;1946-12-12;Hedehusene;;Left Winger;;;0;0;23;3
99708;Jusufi;Фахрудин Јусуфи;1939-12-08;Dragaš;N/A;Right-Back;N/A;;0;0;56;5
99711;Kraus;Helmut Kraus;1938-11-16;Hirschaid;N/A;Second Striker;N/A;;0;0;0;0
