TmID;JerseyName;FullName;BirthDate;BirthPlace;Height;PrimPosition;Foot;Outfitter;NumGames;NumGoals;NumIntGames;NumIntGoals
116;Kapetanovic;Sead Kapetanović;1972-01-21;Sarajevo;N/A;Right Midfield;N/A;;0;0;14;0
130;Reuter;Stefan Reuter;1966-10-16;Dinkelsbühl;1,81 m;Right Midfield;right;;0;0;69;2
166;Berntsen;Gunnar Berntsen;1977-10-30;Frankfurt (Oder);N/A;Goalkeeper;;;0;0;0;0
171;Kobylanski;Andrzej Kobylański;1970-07-31;Ostrowiec Świętokrzyski;N/A;Left Midfield;N/A;;0;0;6;0
176;MÃ¡tyus;JÃ¡nos MÃ¡tyus;1974-12-20;GyÅ‘r;1,93 m;Centre-Back;left;;0;0;34;3
178;Micevski;Тони Мицевски;1970-01-20;Bitola;N/A;Attacking Midfield;N/A;;0;0;43;4
185;SebÅ‘k;Vilmos SebÅ‘k;1973-06-13;Budapest;N/A;Centre-Back;N/A;;0;0;52;9
214;Salihamidzic;Hasan Salihamidžić;1977-01-01;Jablanica;1,76 m;Right Midfield;both;;0;0;43;6
233;Bräutigam;Perry Bräutigam;1963-03-28;Altenburg;1,89 m;Goalkeeper;right;;0;0;3;0
256;Schröder;Rayk Schröder;1974-12-25;Berlin;N/A;Right-Back;N/A;;0;0;0;0
274;Nemec;Jiří Němec;1966-05-15;Pacov;N/A;Defensive Midfield;N/A;;0;0;64;1
310;Hollerbach;Bernd Hollerbach;1969-12-08;Würzburg;1,77 m;Left-Back;left;;0;0;0;0
331;Eckhardt;Michael Eckhardt;1978-09-15;Frankfurt am Main;N/A;Goalkeeper;N/A;;0;0;0;0
361;Reinke;Andreas Reinke;1969-01-10;Krakow am See;N/A;Goalkeeper;N/A;;0;0;0;0
406;Hermel;Lars Hermel;1970-09-28;Karl-Marx-Stadt;1,80 m;Sweeper;right;;0;0;0;0
432;Lösch;Markus Lösch;1971-09-26;Stuttgart;1,80 m;Defensive Midfield;left;;0;0;0;0
445;Menger;Andreas Menger;1972-09-11;Berlin;1,88 m;Goalkeeper;right;;0;0;0;0
455;Yang;杨晨;1974-01-17;Peking;1,85 m;Centre-Forward;right;;0;0;35;11
462;Zdrilic;David Allen Zdrilić;1974-04-13;Sydney;1,83 m;Centre-Forward;left;;0;0;31;21
520;Bode;Marco Bode;1969-07-23;Osterode am Harz;1,89 m;Left Winger;left;;0;0;40;9
524;Dabrowski;Krzysztof Dąbrowski;1978-07-01;Katowice;1,95 m;Defensive Midfield;right;;0;0;9;0
555;Hoffmann;Torben Hoffmann;1974-10-27;Kiel;N/A;Centre-Back;N/A;;0;0;0;0
573;Zelic;Nedijeljko Zelic;1971-07-04;Sydney;N/A;Defensive Midfield;N/A;;0;0;40;5
618;Bastürk;Yıldıray Baştürk;1978-12-24;Herne;N/A;Attacking Midfield;N/A;;0;0;49;2
627;Freier;Sławomir Paweł Freier;1979-07-26;Bytom;N/A;Right Midfield;N/A;;0;0;19;1
635;Rietpietsch;Mike Rietpietsch;1974-03-26;Eberswalde;N/A;Right Midfield;N/A;;0;0;1;0
669;O`Neil;Brian O`Neil;1972-09-06;Paisley;N/A;Centre-Back;N/A;;0;0;7;0
678;Wagner;Martin Wagner;1968-02-24;Offenburg;1,74 m;Left Midfield;left;;0;0;6;0
710;Meijer;Erik Meijer;1969-08-02;Meerssen;N/A;Centre-Forward;N/A;;0;0;1;0
727;Backhaus;Sven Backhaus;1968-06-01;Düsseldorf;N/A;Sweeper;N/A;;0;0;0;0
758;Patschinski;Nico Patschinski;1976-11-08;Berlin;1,86 m;Centre-Forward;both;;0;0;0;0
840;Reichold;Günther Reichold;1965-06-10;Hochstahl;N/A;Goalkeeper;N/A;;0;0;0;0
866;Onwuzuruike;Henry Onwuzuruike;1979-12-26;Enugu;1,72 m;Central Midfield;right;;0;0;6;0
885;Obad;Adis Obad;1971-05-12;Mostar;1,78 m;Left Winger;left;;0;0;2;0
924;Hildmann;Sascha Hildmann;1972-04-07;Kaiserslautern;1,84 m;;both;;0;0;0;0
976;Dayangan;Soner Dayangan;1979-01-17;;1,65 m;Left Winger;left;;0;0;0;0
1082;Wächter;Stefan Wächter;1978-04-20;Herne;N/A;Goalkeeper;N/A;;0;0;0;0
1088;Wenschlag;Kay Wenschlag;1970-02-25;Berlin (Ost);N/A;Sweeper;N/A;;0;0;0;0
1139;Noveski;Николче Новески;1979-04-28;Bitola;N/A;Centre-Back;N/A;adidas;0;0;64;5
1158;Christ;Sven Iwan Christ;1973-12-09;Biel/Bienne;1,83 m;Centre-Back;;;0;0;2;0
1219;Isa;Harun Isa;1969-06-21;Tetovo;N/A;;N/A;;0;0;0;0
1226;Kunze;Alexander Kunze;1971-01-12;Marienberg;1,93 m;Goalkeeper;;;0;0;0;0
1291;HÃ¤rtel;Jens HÃ¤rtel;1969-06-07;Rochlitz;;;;;0;0;0;0
1370;Cenci;Matías Esteban Cenci;1978-02-12;Quilmes;N/A;Centre-Forward;N/A;;0;0;0;0
1399;Giovanini;Márcio Fabiano Giovanini;1978-10-17;Londrina;N/A;Centre-Back;N/A;;0;0;0;0
1451;Lincar;Erik Augustin Lincar;1978-10-16;Oradea;1,80 m;Defensive Midfield;right;;0;0;5;0
1538;Pavlin;Miran Pavlin;1971-10-08;Kranj;N/A;Attacking Midfield;N/A;;0;0;64;5
1557;Stajner;Jiří Štajner;1976-05-27;Benešov;1,79 m;Second Striker;right;;0;0;37;4
1676;Popovits;Pavel Popovits;1976-06-28;;;;;;0;0;0;0
1758;Frühbeis;Stefan Frühbeis;1979-03-01;München;N/A;Centre-Back;N/A;;0;0;0;0
1847;Bläker;Frank Bläker;1974-11-15;Borken;N/A;Central Midfield;N/A;;0;0;0;0
2099;Hoßmang;Thomas Hoßmang;1966-11-27;Hoyerswerda;1,84 m;Sweeper;;;0;0;0;0
2153;Klandt;Marcus Klandt;1977-01-19;Frankfurt am Main;1,80 m;;both;;0;0;0;0
2205;Kuci;Afrim Kuçi;1970-05-19;;N/A;Sweeper;N/A;;0;0;0;0
2211;Kurth;Marco Kurth;1978-08-18;Lutherstadt Eisleben;1,79 m;Defensive Midfield;right;;0;0;0;0
2348;Nischkowsky;Roy Nischkowsky;1975-02-11;;1,80 m;;both;;0;0;0;0
2374;Owomoyela;Patrick Olaiya Olukayode Owomoyela;1979-11-05;Hamburg;1,87 m;Right-Back;right;;0;0;11;0
2479;Schindler;Tobias Schindler;1976-11-29;;;Centre-Forward;;;0;0;0;0
2491;Schmit;Marco Schmit;1977-01-07;;1,85 m;Centre-Back;right;;0;0;0;0
2522;Seifert;Frank Seifert;1972-10-02;;;Central Midfield;N/A;;0;0;0;0
